"id","Rk.pass","QBrec","Cmp","Att.pass","Cmp.","Yds.pass","TD.pass","TD.","Int","Int.","Lng.pass","Y.A.pass","AY.A","Y.C","Y.G.pass","Rate","QBR","Sk","Yds.1.pass","NY.A","ANY.A","Sk.","X4QC","GWD","Rk.rush","Att.rush","Yds.rush","TD.rush","Lng.rush","Y.A.rush","Y.G.rush","A.G","Rec.rush","Yds.1.rush","Y.R.rush","TD.1","Lng.1","R.G.rush","Y.G.1","YScm","RRTD","Fmb.rush","Rk.rec","Rec.rec","Yds.rec","Y.R.rec","TD.rec","Lng.rec","R.G.rec","Y.G.rec","Fmb.rec"
"GabbBl00","47","0-3-0","42","86","48.8","481","1","1.2","7","8.1","67","5.6","2.2","11.5","160.3","36.0","1.76","12","67","4.22","1.21","12.2","","","156","9","32","0","7","3.6","10.7","3.0","","","","","","","","32","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GarcPi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"234","2","19","0","10","9.5","1.2","0.1","113","1346","11.9","5","53","7.1","84.1","1365","5","1","1","113","1346","11.9","5","53","7.1","84.1","1"
"GateAn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","77","872","11.3","4","56","4.8","54.5","2"
"GateCl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239","12","122","10.2","0","34","2.0","20.3","0"
"GerhTo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","36","283","2","41","7.9","20.2","2.6","13","88","6.8","0","13","0.9","6.3","371","2","1","230","13","88","6.8","0","13","0.9","6.3","1"
"GibsBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150","30","326","10.9","3","46","4.3","46.6","0"
"GillMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"175","6","21","0","6","3.5","7.0","2.0","","","","","","","","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GinnTe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196","4","29","0","14","7.3","1.8","0.3","36","556","15.4","5","47","2.3","34.8","585","5","0","125","36","556","15.4","5","47","2.3","34.8","0"
"GiorMa20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276","1","-5","0","-5","-5.0","-0.3","0.1","","","","","","","","-5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GiveCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206","3","8","0","16","2.7","0.5","0.2","34","569","16.7","0","47","2.1","35.6","577","0","1","132","34","569","16.7","0","47","2.1","35.6","1"
"GlenMi00","20","4-9-0","247","416","59.4","2608","19","4.6","9","2.2","85","6.3","6.2","10.6","200.6","83.9","45.59","40","314","5.03","4.98","8.8","2","2","112","27","37","0","16","1.4","2.8","2.1","","","","","","","","37","0","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GoldBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"345","4","136","34.0","0","63","0.8","27.2","0"
"GoldDa99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"277","1","22","0","22","22.0","1.7","0.1","","","","","","","","22","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GonzTo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","83","859","10.3","8","25","5.2","53.7","0"
"GoodMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"207","3","13","0","17","4.3","1.1","0.3","17","283","16.6","3","59","1.4","23.6","296","3","1","212","17","283","16.6","3","59","1.4","23.6","1"
"GoodMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"168","7","61","0","26","8.7","30.5","3.5","2","19","9.5","0","10","1.0","9.5","80","0","0","386","2","19","9.5","0","10","1.0","9.5","0"
"GordJo02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185","5","88","0","34","17.6","6.3","0.4","87","1646","18.9","9","95","6.2","117.6","1734","9","0","12","87","1646","18.9","9","95","6.2","117.6","0"
"GordRi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"425","1","3","3.0","0","3","0.5","1.5","0"
"GoreFr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","276","1128","9","51","4.1","70.5","17.3","16","141","8.8","0","29","1.0","8.8","1269","9","3","216","16","141","8.8","0","29","1.0","8.8","3"
"GragCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331","5","53","10.6","1","28","0.6","5.9","0"
"GrahGa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","49","545","11.1","5","42","3.8","41.9","2"
"GrahJi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","86","1215","14.1","16","56","5.4","75.9","0"
"GrahRa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"197","4","8","0","4","2.0","8.0","4.0","1","12","12.0","0","12","1.0","12.0","20","0","0","426","1","12","12.0","0","12","1.0","12.0","0"
"GrahT.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198","4","14","0","14","3.5","0.9","0.3","23","361","15.7","2","47","1.4","22.6","375","2","1","182","23","361","15.7","2","47","1.4","22.6","1"
"GrayCy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"157","9","24","0","9","2.7","1.5","0.6","7","46","6.6","0","18","0.4","2.9","70","0","0","299","7","46","6.6","0","18","0.4","2.9","0"
"GrayMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176","6","43","0","18","7.2","3.6","0.5","2","8","4.0","0","5","0.2","0.7","51","0","0","387","2","8","4.0","0","5","0.2","0.7","0"
"GreeA.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","98","1426","14.6","11","82","6.1","89.1","1"
"GreeAl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148","11","35","0","9","3.2","2.9","0.9","2","8","4.0","0","7","0.2","0.7","43","0","0","388","2","8","4.0","0","7","0.2","0.7","0"
"GreeBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","220","756","7","25","3.4","47.3","13.8","4","22","5.5","0","10","0.3","1.4","778","7","2","346","4","22","5.5","0","10","0.3","1.4","2"
"GreeLa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","17","376","22.1","3","60","1.1","23.5","0"
"GreeSh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","77","295","4","29","3.8","26.8","7.0","6","39","6.5","0","28","0.5","3.5","334","4","0","312","6","39","6.5","0","28","0.5","3.5","0"
"GreeVi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268","9","45","5.0","0","10","0.6","2.8","0"
"GresJe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","46","458","10.0","4","30","3.3","32.7","3"
"GrifRo01","18","3-10-0","274","456","60.1","3203","16","3.5","12","2.6","62","7.0","6.5","11.7","246.4","82.2","","38","274","5.93","5.48","7.7","1","2","53","86","489","0","26","5.7","37.6","6.6","","","","","","","","489","0","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GrifRy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"202","19","244","12.8","1","40","1.3","16.3","0"
"GrimJo01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","21","73","1","12","3.5","36.5","10.5","6","76","12.7","0","31","3.0","38.0","149","1","1","313","6","76","12.7","0","31","3.0","38.0","1"
"GronRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114","39","592","15.2","4","50","5.6","84.6","0"
"GurlTo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"427","1","15","15.0","0","15","0.3","5.0","0"
"HakiSa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"235","2","-3","0","8","-1.5","-1.0","0.7","","","","","","","","-3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HallCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"389","2","20","10.0","0","11","0.2","2.2","0"
"HankLe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"151","30","375","12.5","3","29","3.0","37.5","0"
"HannJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240","12","73","6.1","0","21","0.8","4.6","0"
"HarbCl00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"177","24","292","12.2","2","31","1.5","18.3","2"
"HarkCo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"231","13","113","8.7","2","31","0.9","7.5","0"
"HarrDw00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278","1","6","0","6","6.0","0.5","0.1","9","80","8.9","2","24","0.7","6.2","86","2","2","269","9","80","8.9","2","24","0.7","6.2","2"
"HartBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","76","1016","13.4","4","50","4.8","63.5","0"
"HarvPe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"428","1","17","17.0","0","17","1.0","17.0","0"
"HassMa00","58","","7","12","58.3","130","0","0.0","1","8.3","57","10.8","7.1","18.6","43.3","61.1","38.08","0","0","10.83","7.08","0.0","","","236","2","-2","0","-1","-1.0","-0.7","0.7","","","","","","","","-2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HaviSt00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"169","7","7","0","4","1.0","0.5","0.5","18","128","7.1","1","20","1.4","9.8","135","1","0","205","18","128","7.1","1","20","1.4","9.8","0"
"HawkAn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237","2","3","0","6","1.5","0.4","0.3","12","199","16.6","0","50","1.5","24.9","202","0","1","241","12","199","16.6","0","50","1.5","24.9","1"
"HekkJo00","68","","0","1","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","","0","0","0.00","0.00","0.0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HeluRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","62","274","4","24","4.4","17.1","3.9","31","251","8.1","0","28","1.9","15.7","525","4","2","148","31","251","8.1","0","28","1.9","15.7","2"
"HemiJu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","13","125","9.6","2","24","0.8","7.8","2"
"HennCh01","16","4-9-0","305","503","60.6","3241","13","2.6","14","2.8","62","6.4","5.7","10.6","216.1","76.5","31.86","38","243","5.54","4.86","7.0","1","1","113","27","77","0","14","2.9","5.1","1.8","","","","","","","","77","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HerrDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186","5","33","0","22","6.6","5.5","0.8","1","57","57.0","0","57","0.2","9.5","90","0","0","429","1","57","57.0","0","57","0.2","9.5","0"
"HeywDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208","3","26","0","30","8.7","1.6","0.2","29","309","10.7","1","27","1.8","19.3","335","1","0","154","29","309","10.7","1","27","1.8","19.3","0"
"HillJo02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"279","1","-8","0","-8","-8.0","-0.6","0.1","6","44","7.3","1","9","0.4","3.1","36","1","0","314","6","44","7.3","1","9","0.4","3.1","0"
"HillMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158","9","23","0","10","2.6","2.9","1.1","2","23","11.5","0","12","0.3","2.9","46","0","0","390","2","23","11.5","0","12","0.3","2.9","0"
"HillPe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","73","247","2","27","3.4","35.3","10.4","13","96","7.4","0","16","1.9","13.7","343","2","2","233","13","96","7.4","0","16","1.9","13.7","2"
"HillRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","55","218","1","19","4.0","24.2","6.1","12","119","9.9","0","19","1.3","13.2","337","1","2","242","12","119","9.9","0","19","1.3","13.2","2"
"HillSh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238","2","-2","0","-1","-1.0","-1.0","1.0","","","","","","","","-2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HillSt00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"178","24","342","14.3","1","51","2.0","28.5","1"
"HiltT.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239","2","6","0","3","3.0","0.4","0.1","82","1083","13.2","5","73","5.1","67.7","1089","5","1","20","82","1083","13.2","5","73","5.1","67.7","1"
"HixoDo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","7","55","7.9","1","14","0.5","3.7","0"
"HogaCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"257","10","83","8.3","0","16","0.6","5.2","0"
"HollTr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280","1","7","0","7","7.0","0.5","0.1","","","","","","","","7","0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HolmAn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172","25","431","17.2","1","40","2.5","43.1","0"
"HolmSa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"183","23","456","19.8","1","69","2.1","41.5","0"
"HoomMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243","12","136","11.3","1","19","0.9","10.5","0"
"HopkDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","52","802","15.4","2","66","3.3","50.1","1"
"HousRo01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","39","454","11.6","1","31","3.0","34.9","1"
"HoyeBr00","45","3-0-0","57","96","59.4","615","5","5.2","3","3.1","47","6.4","6.0","10.8","205.0","82.6","47.54","6","48","5.56","5.22","5.9","1","1","177","6","16","0","11","2.7","5.3","2.0","","","","","","","","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HubeKe20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281","1","0","0","0","0.0","0.0","0.1","","","","","","","","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HughRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"430","1","6","6.0","0","6","0.5","3.0","0"
"HuntJu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206","18","354","19.7","4","57","1.3","25.3","0"
"HuntKe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","78","358","3","45","4.6","22.4","4.9","2","13","6.5","0","9","0.1","0.8","371","3","1","391","2","13","6.5","0","9","0.1","0.8","1"
"HynoHe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"431","1","5","5.0","0","5","0.3","1.7","0"
"IngrMa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","78","386","1","34","4.9","35.1","7.1","7","68","9.7","0","23","0.6","6.2","454","1","1","301","7","68","9.7","0","23","0.6","6.2","1"
"IvorCh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","182","833","3","69","4.6","55.5","12.1","2","10","5.0","0","12","0.1","0.7","843","3","2","392","2","10","5.0","0","12","0.1","0.7","2"
"JackDe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209","3","2","0","8","0.7","0.1","0.2","82","1332","16.2","9","61","5.1","83.3","1334","9","1","21","82","1332","16.2","9","61","5.1","83.3","1"
"JackFr02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","206","890","9","59","4.3","55.6","12.9","47","387","8.2","1","37","2.9","24.2","1277","10","3","83","47","387","8.2","1","37","2.9","24.2","3"
"JackSt00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","157","543","6","50","3.5","45.3","13.1","33","191","5.8","1","25","2.8","15.9","734","7","0","134","33","191","5.8","1","25","2.8","15.9","0"
"JackTa00","57","","10","13","76.9","151","1","7.7","0","0.0","35","11.6","13.2","15.1","37.8","140.2","88.95","0","0","11.62","13.15","0.0","","","199","4","1","1","5","0.3","0.3","1.0","","","","","","","","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JackVi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"282","1","0","0","0","0.0","0.0","0.1","78","1224","15.7","7","60","4.9","76.5","1224","7","1","23","78","1224","15.7","7","60","4.9","76.5","1"
"JacoBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","58","238","4","37","4.1","34.0","8.3","2","13","6.5","0","8","0.3","1.9","251","4","1","393","2","13","6.5","0","8","0.3","1.9","1"
"JameLa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","12","59","0","21","4.9","5.9","1.2","2","16","8.0","0","12","0.2","1.6","75","0","3","394","2","16","8.0","0","12","0.2","1.6","3"
"JameMi00","69","","1","1","100.0","2","1","100.0","0","0.0","2","2.0","22.0","2.0","0.3","118.7","99.58","0","0","2.00","22.00","0.0","","","70","60","295","0","24","4.9","36.9","7.5","10","43","4.3","0","20","1.3","5.4","338","0","0","258","10","43","4.3","0","20","1.3","5.4","0"
"JeanLe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347","4","35","8.8","0","11","0.4","3.2","0"
